soubor,cesta,trida,trida_cz,pohlavi,vekova_kategorie,is_augmented,augmentation_id,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,zcr_mean,zcr_std,rms_mean,rms_std,centroid_mean,centroid_std,bandwidth_mean,bandwidth_std,rolloff_mean,rolloff_std,flatness_mean,flatness_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_13_mean,delta_mfcc_13_std,chroma_1_mean,chroma_1_std,chroma_2_mean,chroma_2_std,chroma_3_mean,chroma_3_std,chroma_4_mean,chroma_4_std,chroma_5_mean,chroma_5_std,chroma_6_mean,chroma_6_std,chroma_7_mean,chroma_7_std,chroma_8_mean,chroma_8_std,chroma_9_mean,chroma_9_std,chroma_10_mean,chroma_10_std,chroma_11_mean,chroma_11_std,chroma_12_mean,chroma_12_std
999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,..\dataset\discomfort\999bf14b-e417-4b44-b746-9253f81efe38-1430844979531-1.7-m-04-ch.wav,discomfort,nepohodlí,chlapec,0–4 týdny,False,0,-608.0796508789062,109.77030944824219,95.8519058227539,38.468101501464844,-17.701213836669922,41.407344818115234,5.03010892868042,16.881052017211914,-6.319079399108887,21.44222068786621,-11.85373306274414,13.086005210876465,-7.070057392120361,12.429540634155273,8.162323951721191,12.870115280151367,2.236379384994507,11.066205024719238,-9.118175506591797,10.75519847869873,-10.359846115112305,13.693146705627441,-7.9973602294921875,16.30556297302246,-8.844015121459961,14.96967601776123,0.12470466298145506,0.06033723132967838,0.012431539595127106,0.024223584681749344,734.4876646020975,256.8557435549863,631.1509539438712,211.55801271084383,1267.385877318117,478.2807602639252,0.07440131902694702,0.22177386283874512,-5.441793291538488e-07,6.20139217376709,-1.0883587364673986e-08,2.983203172683716,0.0,2.7320175170898438,-5.441793682336993e-09,1.8912341594696045,-8.16269007941628e-09,2.235665798187256,-1.0883587364673986e-08,1.7871743440628052,2.7208968411684964e-09,1.7381342649459839,6.802242102921241e-10,1.5106531381607056,2.7208968411684964e-09,1.570156455039978,1.3604484205842482e-09,1.684989333152771,2.04067251985407e-09,1.7878568172454834,1.3604484205842482e-09,1.6317403316497803,-1.3604484205842482e-09,1.7627227306365967,0.32993122935295105,0.2963341176509857,0.35671281814575195,0.3056415319442749,0.43868574500083923,0.33615395426750183,0.5034506320953369,0.31684380769729614,0.5453875064849854,0.31016483902931213,0.5597246885299683,0.3406851589679718,0.49324193596839905,0.3295704126358032,0.4293043911457062,0.3366321623325348,0.39596831798553467,0.3387869894504547,0.3532455265522003,0.3308205008506775,0.3217766284942627,0.2964189648628235,0.33211424946784973,0.3097160756587982
D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav,..\dataset\hungry\D833237F-1F7C-4338-BEDE-84C0CF5F4145-1430084007-1.0-f-26-hu.wav,hungry,hlad,dívka,2–6 měsíců,False,0,-463.8193664550781,89.00928497314453,79.37601470947266,21.518524169921875,-29.751680374145508,24.50840950012207,-35.7786865234375,21.564197540283203,-56.66062545776367,25.64753532409668,-0.8832522630691528,13.85236644744873,-10.156525611877441,14.222803115844727,-13.297428131103516,13.110848426818848,-21.151432037353516,14.534696578979492,-5.7991623878479,18.44599151611328,-5.750685214996338,19.375802993774414,-4.527892112731934,16.981796264648438,-11.276266098022461,22.138303756713867,0.17465005349500715,0.04752758552165072,0.038531314581632614,0.033170584589242935,939.4227315950632,158.10897271289554,710.0703379250607,137.12845245721334,1556.2812054208273,514.7234955448556,0.019779743626713753,0.02717764861881733,-0.14633752405643463,6.517776012420654,-0.017248129472136497,2.555479049682617,0.12135499715805054,2.62252140045166,0.05140695348381996,1.9336289167404175,0.041569214314222336,2.1740808486938477,0.02251700684428215,1.8750817775726318,-0.0057801539078354836,1.6646740436553955,-0.02087632566690445,1.687119483947754,0.014011937193572521,1.786544680595398,0.02251986786723137,1.801443099975586,0.021092407405376434,1.9840598106384277,-0.008314883336424828,2.032500982284546,-0.01719275675714016,2.5562591552734375,0.3545290231704712,0.35279959440231323,0.31801092624664307,0.34529873728752136,0.24322409927845,0.2805251479148865,0.2210838943719864,0.26853907108306885,0.2635355591773987,0.3058685064315796,0.34345221519470215,0.36413466930389404,0.37056368589401245,0.3516448140144348,0.39675942063331604,0.3493214249610901,0.40085214376449585,0.35575857758522034,0.3334600329399109,0.32983529567718506,0.27259427309036255,0.30221524834632874,0.30530890822410583,0.3077835738658905
549a46d8-9c84-430e-ade8-97eae2bef787-1430130714659-1.7-m-48-hu.wav,..\dataset\hungry\549a46d8-9c84-430e-ade8-97eae2bef787-1430130714659-1.7-m-48-hu.wav,hungry,hlad,chlapec,4–8 týdnů,False,0,-698.611083984375,148.93382263183594,42.359012603759766,29.83538055419922,-44.742252349853516,42.62166976928711,-3.359940528869629,12.985762596130371,-29.504539489746094,20.0300350189209,-0.9945926666259766,12.15446949005127,-2.2761714458465576,13.288555145263672,-4.548001289367676,11.480049133300781,-8.418075561523438,13.676437377929688,-8.403173446655273,11.066717147827148,-9.25722599029541,11.367512702941895,5.514187812805176,17.26784324645996,18.037708282470703,24.632022857666016,0.2235422610556348,0.0998616365545589,0.0068784733302891254,0.009366155602037907,1178.0013742287977,442.0663993183648,740.6439911273773,307.8312069322235,2042.06044935806,824.9040824296521,0.1943577527999878,0.2847916781902313,-8.706869891739188e-08,9.393357276916504,0.0,3.1621954441070557,-2.176717472934797e-08,4.081085681915283,4.08134503970814e-09,1.9902018308639526,-5.441793682336993e-09,2.4320712089538574,6.1220175595622095e-09,1.7696453332901,4.08134503970814e-09,1.4791207313537598,0.0,1.5042235851287842,0.0,1.5473867654800415,-1.3604484205842482e-09,1.2173182964324951,-1.3604484205842482e-09,1.5856267213821411,2.7208968411684964e-09,2.2415530681610107,8.16269007941628e-09,2.1476237773895264,0.23281094431877136,0.3027070462703705,0.23306317627429962,0.26868370175361633,0.2540575861930847,0.29617732763290405,0.22530552744865417,0.26363369822502136,0.2638328969478607,0.30247482657432556,0.3428823947906494,0.34464219212532043,0.43517792224884033,0.34687626361846924,0.5076419711112976,0.38420966267585754,0.34577476978302,0.3334575295448303,0.24006988108158112,0.3063427805900574,0.2132536619901657,0.2867405414581299,0.22341711819171906,0.28805553913116455
7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846824-1.1-f-26-hu.wav,..\dataset\hungry\7A864194-4B6B-4850-ABBF-0C2A8170107B-1436846824-1.1-f-26-hu.wav,hungry,hlad,dívka,2–6 měsíců,False,0,-443.8287353515625,101.62168884277344,35.598915100097656,21.755041122436523,-29.723567962646484,23.529207229614258,-13.662384986877441,16.60173225402832,-22.42999839782715,14.062832832336426,-9.405810356140137,14.730196952819824,-21.427845001220703,12.54012680053711,-14.083623886108398,11.491339683532715,-15.704776763916016,13.722743034362793,-3.0382373332977295,17.92096519470215,-6.9849629402160645,19.26422119140625,-5.852407455444336,14.797847747802734,-10.88383960723877,16.70482635498047,0.22842925285306706,0.06029102109649982,0.03041417896747589,0.045303963124752045,1302.1048191947646,236.16064508770683,918.4271201197787,153.80284877294395,2425.976283880171,443.8273566760109,0.1351071447134018,0.14234018325805664,0.5906437039375305,11.091279029846191,0.029416348785161972,2.2938387393951416,-0.059725321829319,2.9696848392486572,-0.04344925656914711,2.222369909286499,-0.03523968160152435,1.888866901397705,-0.0061425333842635155,1.7536169290542603,-0.00539542967453599,2.07067608833313,0.010164429433643818,1.9495387077331543,0.018424449488520622,2.0431926250457764,0.050875645130872726,2.3724517822265625,-0.04890704154968262,2.9224741458892822,-0.010247837752103806,2.5797414779663086,0.01792755164206028,2.8272974491119385,0.5069527626037598,0.3486201763153076,0.45947548747062683,0.3412003517150879,0.4293671250343323,0.33927789330482483,0.4332367777824402,0.34819456934928894,0.3874536454677582,0.34007975459098816,0.3332616984844208,0.2961800992488861,0.32274824380874634,0.2835967242717743,0.34521788358688354,0.28204619884490967,0.3569171726703644,0.2816762924194336,0.40808576345443726,0.3227817118167877,0.47069016098976135,0.3375113308429718,0.4873603582382202,0.3236273229122162
ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav,..\dataset\hungry\ed31b187-34af-4ff1-979c-3b8a5905fb7b-1430045366784-1.7-f-04-hu.wav,hungry,hlad,dívka,0–4 týdny,False,0,-473.73333740234375,130.8827362060547,41.81519317626953,52.35833740234375,-31.2072811126709,26.63098907470703,-12.798482894897461,16.1960391998291,-7.656054496765137,14.175389289855957,2.1762731075286865,13.929370880126953,-16.408212661743164,12.738759994506836,-4.069252014160156,13.348307609558105,-11.821818351745605,13.989632606506348,-8.523746490478516,10.233559608459473,-8.203577995300293,9.904752731323242,-2.407529592514038,12.80038070678711,-6.051187992095947,17.347328186035156,0.2549817225392297,0.12778511063103332,0.015721170231699944,0.012720763683319092,1255.147990800623,508.6421443597201,803.947847964706,244.5461744992189,2055.3227532097003,878.7981197944498,0.14448824524879456,0.224282905459404,0.025829320773482323,9.388633728027344,0.01834118366241455,3.4419515132904053,-0.00514779519289732,3.3939900398254395,-0.004183838609606028,2.2833011150360107,0.004295807797461748,1.868630290031433,2.1699152057408355e-05,2.098358392715454,-0.004778144881129265,1.7788580656051636,-0.0021109450608491898,1.7886186838150024,-3.5392746212892234e-05,1.8030394315719604,-0.0018232049187645316,1.5031923055648804,-0.005081685725599527,1.3388408422470093,-0.007267733104526997,1.6113674640655518,-0.0064583830535411835,1.897936224937439,0.35069504380226135,0.3244457244873047,0.3701664209365845,0.32523226737976074,0.38539695739746094,0.32688474655151367,0.3954622745513916,0.34547483921051025,0.3160150349140167,0.30289578437805176,0.28685659170150757,0.3022378981113434,0.29911357164382935,0.2934848368167877,0.29581594467163086,0.28199824690818787,0.29922395944595337,0.27701446413993835,0.3214033544063568,0.2975252568721771,0.37190061807632446,0.34615302085876465,0.3834720551967621,0.366725891828537
7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav,..\dataset\hungry\7CF37029-1040-40B8-ACC9-7E6E5C03AF9B-1429808939-1.0-m-72-hu.wav,hungry,hlad,chlapec,7 měsíců–2 roky,False,0,-481.7384033203125,159.23861694335938,29.66265869140625,33.156734466552734,-14.754070281982422,26.4550724029541,-8.230768203735352,25.33568000793457,-24.92169952392578,20.790037155151367,-5.372818470001221,13.094661712646484,-9.260732650756836,11.305888175964355,-3.211838722229004,13.551153182983398,-14.019766807556152,14.570734977722168,-10.402433395385742,14.2085599899292,-6.997544765472412,14.471755027770996,-7.384952068328857,15.946283340454102,-0.5864588618278503,20.15814781188965,0.26415388730385164,0.12558309526995753,0.029867496341466904,0.03940987586975098,1360.1934002486876,355.5767417694246,939.7128803801897,147.73281094616516,2433.1312410841656,541.1021596636648,0.107289619743824,0.08850962668657303,-0.13305015861988068,9.542919158935547,-0.03750557079911232,2.4929325580596924,0.011536411941051483,1.89146888256073,0.012875381857156754,1.7367849349975586,0.034203339368104935,1.6165989637374878,-0.017866890877485275,1.3552309274673462,-0.040865395218133926,1.308409571647644,-0.02379148080945015,1.2309025526046753,-0.03851616755127907,1.4171217679977417,0.03713018819689751,1.3767437934875488,-0.018910247832536697,1.6401845216751099,-0.007716845721006393,1.5352222919464111,-0.02980167232453823,1.697759747505188,0.34279942512512207,0.3086848556995392,0.31775763630867004,0.30025431513786316,0.3031317889690399,0.29353398084640503,0.3321617543697357,0.297728955745697,0.3608575165271759,0.3089529871940613,0.4234101474285126,0.31774961948394775,0.5491966009140015,0.34304937720298767,0.5704429149627686,0.3332585096359253,0.49355560541152954,0.3518872857093811,0.4046054482460022,0.3331356644630432,0.36375609040260315,0.3166396915912628,0.3416224420070648,0.2937718629837036
3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,..\dataset\hungry\3bb2445a-9ae9-4dc8-9a2e-86c696ffa405-1430146536552-1.7-m-26-hu.wav,hungry,hlad,chlapec,2–6 měsíců,False,0,-345.107177734375,110.42503356933594,-6.154775619506836,29.41880989074707,-34.12969207763672,22.557357788085938,-3.7269465923309326,19.400060653686523,-26.5273494720459,16.28438949584961,-8.658098220825195,12.953790664672852,-22.490137100219727,12.74605941772461,1.657631754875183,11.473957061767578,-21.577024459838867,12.799213409423828,2.0494163036346436,10.789928436279297,-6.648174285888672,14.257340431213379,11.95788288116455,20.5687198638916,-0.4092967212200165,21.867908477783203,0.3779199358059914,0.10918460740973057,0.07267388701438904,0.06820253282785416,1692.0386269644118,333.141507973525,919.702659625453,166.39626697523522,2804.988409415121,485.92559535676514,0.1363040804862976,0.15868929028511047,0.005703434813767672,11.659912109375,-0.010204984806478024,3.5653860569000244,0.03044561669230461,3.288228988647461,-0.0034158925991505384,2.746325969696045,0.004309540148824453,1.9717425107955933,0.015400893054902554,2.102748394012451,0.006166145205497742,2.0034070014953613,0.015529202297329903,1.8653335571289062,0.028154218569397926,1.7758965492248535,-0.0030381097458302975,1.6853340864181519,-0.006031844299286604,2.0749311447143555,-0.026457570493221283,2.6859545707702637,-0.004563754890114069,2.9358437061309814,0.2662537693977356,0.2730547785758972,0.29704514145851135,0.28111088275909424,0.3076420724391937,0.28917989134788513,0.2780707776546478,0.27129313349723816,0.28476038575172424,0.27311059832572937,0.34656527638435364,0.3140683174133301,0.3833034038543701,0.3126143515110016,0.4598870277404785,0.327055424451828,0.4899887442588806,0.3486628830432892,0.4254881739616394,0.3450130224227905,0.3157252371311188,0.295486718416214,0.26768189668655396,0.27218371629714966
999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav,..\dataset\hungry\999bf14b-e417-4b44-b746-9253f81efe38-1431013068243-1.7-m-26-hu.wav,hungry,hlad,chlapec,2–6 měsíců,False,0,-401.5542907714844,127.37158203125,60.95409393310547,43.83780288696289,-66.18550872802734,25.61607551574707,9.084602355957031,16.24007225036621,-47.23329544067383,18.964412689208984,-0.3905448913574219,16.392738342285156,-17.974506378173828,12.867027282714844,-3.9832403659820557,10.397533416748047,-15.197742462158203,10.37646770477295,-11.924555778503418,9.866781234741211,-8.487640380859375,15.401529312133789,2.7365500926971436,22.25368881225586,11.378026962280273,23.817642211914062,0.24658969329529243,0.12111663963976187,0.06422342360019684,0.038481585681438446,1099.812957749246,376.7658151988955,640.8088797958379,190.0345825073015,1801.6672610556348,605.9620106024421,0.0704735517501831,0.22255748510360718,-5.224121650826419e-07,9.870302200317383,-2.176717472934797e-08,3.0394489765167236,0.0,2.8779871463775635,0.0,1.8923485279083252,5.441793682336993e-09,2.194636344909668,-4.08134503970814e-09,1.5870962142944336,-2.7208968411684964e-09,1.5011897087097168,8.842914844819916e-09,1.6103312969207764,-4.08134503970814e-09,1.608663558959961,2.7208968411684964e-09,1.5121725797653198,6.802242102921241e-10,2.0721333026885986,-8.16269007941628e-09,2.503469705581665,3.401120940438318e-09,2.819295644760132,0.20393256843090057,0.2825833857059479,0.2236419916152954,0.29907137155532837,0.2180544137954712,0.2751062214374542,0.2736971378326416,0.3210618197917938,0.2910419702529907,0.31866344809532166,0.29899346828460693,0.35875892639160156,0.2880762815475464,0.3262613117694855,0.3097820580005646,0.33904650807380676,0.3349074721336365,0.36275357007980347,0.3196999728679657,0.3675401508808136,0.19944430887699127,0.2444629818201065,0.16811449825763702,0.23748598992824554
86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036547966-1.7-m-04-hu.wav,..\dataset\hungry\86c2b87a-ae7c-46a3-b6fb-7ebe748812cf-1430036547966-1.7-m-04-hu.wav,hungry,hlad,chlapec,0–4 týdny,False,0,-330.0708923339844,94.29374694824219,65.7499771118164,30.834016799926758,0.9714816808700562,19.074199676513672,3.3114349842071533,15.628324508666992,-22.132585525512695,13.021941184997559,-6.035602569580078,13.948278427124023,-8.922452926635742,14.821672439575195,-3.2378973960876465,9.96532154083252,-8.124754905700684,9.695781707763672,-3.7990517616271973,8.94616985321045,-5.732510566711426,8.689806938171387,-0.7820146083831787,8.357879638671875,-2.6799256801605225,9.428731918334961,0.19036421184022825,0.11423569252132122,0.041595708578825,0.033376362174749374,1108.1653082788669,409.4611722789183,905.7285697071474,211.55470967709752,2127.1175106990013,613.7773299921663,0.14497482776641846,0.1890561729669571,0.5709208250045776,6.66417932510376,0.10050524771213531,3.2135932445526123,0.00023391004651784897,2.412578821182251,0.02742602489888668,2.0806212425231934,-0.01145299430936575,1.8572994470596313,-0.0030619665049016476,1.8474717140197754,-0.0004715756222140044,1.8949270248413086,0.01367907039821148,1.4884326457977295,-0.0014955191873013973,1.413153886795044,0.00566706620156765,1.4318450689315796,-0.00015923776663839817,1.475968837738037,-0.009005703032016754,1.361531376838684,-0.017666885629296303,1.5445928573608398,0.4383354187011719,0.28550639748573303,0.4454454481601715,0.28717806935310364,0.47376203536987305,0.2971532642841339,0.5259387493133545,0.2978394627571106,0.592901885509491,0.2962622046470642,0.6202330589294434,0.29549479484558105,0.5804019570350647,0.29333165287971497,0.5168083310127258,0.2803598642349243,0.472366064786911,0.2833802103996277,0.4578455984592438,0.2935541868209839,0.44850826263427734,0.299168199300766,0.43922704458236694,0.28884872794151306
B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188751-1.1-m-26-ti.wav,..\dataset\tired\B2AABCE0-1F62-4B57-B58A-308959ABDFE7-1437188751-1.1-m-26-ti.wav,tired,únava,chlapec,2–6 měsíců,False,0,-395.4817199707031,74.32096862792969,37.824256896972656,34.238670349121094,-20.441654205322266,15.571465492248535,4.712007999420166,12.31516170501709,-30.150827407836914,11.382956504821777,-1.9888614416122437,17.096511840820312,-17.81923484802246,8.85190200805664,-14.03980827331543,8.907271385192871,-14.099923133850098,9.882954597473145,-15.351049423217773,17.42560386657715,-8.576933860778809,24.969520568847656,2.1385445594787598,22.045305252075195,10.005293846130371,27.521085739135742,0.28072062232524964,0.17130110614367564,0.06827300041913986,0.06799813359975815,1302.5908854544662,389.69851431942215,834.2921766608993,86.55201854765902,2173.635877318117,375.9971071352646,0.04411682114005089,0.06953100860118866,-0.10712788999080658,5.010609149932861,0.10190433263778687,2.519932985305786,0.007346854079514742,2.0646445751190186,0.01196245290338993,1.8729639053344727,0.04443426430225372,1.7691231966018677,-0.0328664593398571,1.846047043800354,0.02448888123035431,1.1786011457443237,0.008630244061350822,1.1710149049758911,0.00918789952993393,1.1891825199127197,0.020523518323898315,1.4154850244522095,0.005514612887054682,1.4929533004760742,-0.01514601893723011,1.8050801753997803,-0.07864558696746826,2.0400655269622803,0.22582563757896423,0.28213128447532654,0.29256385564804077,0.3139907121658325,0.33041393756866455,0.3288458287715912,0.3561367988586426,0.3583276867866516,0.2737483084201813,0.29649773240089417,0.30563583970069885,0.3061818480491638,0.4257121682167053,0.37906414270401,0.4290784001350403,0.3624970614910126,0.34134915471076965,0.33336353302001953,0.2515352666378021,0.30594709515571594,0.25060388445854187,0.33880436420440674,0.2402815818786621,0.3284355401992798
